売上№,売上日,行№,品名,単位,数量,単価,金額,備考,得意先ｺｰﾄﾞ
88062,2021/1/20,109,フレグランス山崎                       ,式　,1,1166,1166,                   ,378
88062,2021/1/20,110,フレグランス森澤                       ,式　,1,1320,1320,                   ,378
88062,2021/1/20,111,フレグランス中松江                     ,式　,1,693,693,                   ,378
88062,2021/1/20,112,ガーデンハイツ箕島                     ,式　,1,693,693,                   ,378
88062,2021/1/20,113,アドザックス吉田                       ,式　,1,495,495,                   ,378
88062,2021/1/20,114,石津ハイツ                             ,式　,1,1045,1045,                   ,378
88062,2021/1/20,115,フォーブル石野                         ,式　,1,770,770,                   ,378
88062,2021/1/20,116,フレグランス翠                         ,式　,1,2354,2354,                   ,378
88062,2021/1/20,117,アドザックス吉田Ｂ棟                   ,式　,1,495,495,                   ,378
88062,2021/1/20,118,マリポーサ前田                         ,式　,1,495,495,                   ,378
88062,2021/1/20,119,フレグランス巴                         ,式　,1,1485,1485,                   ,378
88062,2021/1/20,120,フレグランス堀止                       ,式　,1,495,495,                   ,378
88062,2021/1/20,121,フレグランス六十谷                     ,式　,1,770,770,                   ,378
88062,2021/1/20,122,フレグランス木ノ本                     ,式　,1,495,495,                   ,378
88062,2021/1/20,123,フレグランス今吉                       ,式　,1,1166,1166,                   ,378
88062,2021/1/20,124,フレグランス矢野                       ,式　,1,1045,1045,                   ,378
88062,2021/1/20,125,フレグランス平田                       ,式　,1,495,495,                   ,378
88062,2021/1/20,126,フレグランス築港                       ,式　,1,495,495,                   ,378
88062,2021/1/20,127,フレグランス松ヶ丘                     ,式　,1,495,495,                   ,378
88062,2021/1/20,128,フレグランス秋桜                       ,式　,1,495,495,                   ,378
88062,2021/1/20,129,フレグランス雑賀                       ,式　,1,968,968,                   ,378
88062,2021/1/20,130,フレグランスロゼ                       ,式　,1,2134,2134,                   ,378
88062,2021/1/20,131,グラン・ファーム                       ,式　,1,1166,1166,                   ,378
88062,2021/1/20,132,フレグランス栄                         ,式　,1,1045,1045,                   ,378
88062,2021/1/20,133,Ｃｉｔｙ　Ｋｉｎｏｍｏｔｏ             ,式　,1,968,968,                   ,378
88062,2021/1/20,134,フレグランスせせらぎ                   ,式　,1,495,495,                   ,378
88062,2021/1/20,135,フレグランスＡＫＩＨＯ                 ,式　,1,968,968,                   ,378
88062,2021/1/20,136,フレグランスさつき                     ,式　,1,770,770,                   ,378
88062,2021/1/20,137,ガーデンハイツ小二里                   ,式　,1,1320,1320,                   ,378
88062,2021/1/20,138,フレグランス桜ヶ丘                     ,式　,1,495,495,                   ,378
88062,2021/1/20,139,ガーデンハイツ小二里２                 ,式　,1,495,495,                   ,378
88062,2021/1/20,140,ディアスワーブラー                     ,式　,1,770,770,                   ,378
88062,2021/1/20,141,フレグランス藤井Ⅱ                     ,式　,1,693,693,                   ,378
88062,2021/1/20,142,フレグランスフクイ                     ,式　,1,968,968,                   ,378
88062,2021/1/20,143,ディアス栄谷                           ,式　,1,495,495,                   ,378
88062,2021/1/20,144,ディアスかもと                         ,式　,1,968,968,                   ,378
88062,2021/1/20,145,ベルメゾン                             ,式　,1,1320,1320,                   ,378
88062,2021/1/20,146,フレグランス竹中                       ,式　,1,495,495,                   ,378
88062,2021/1/20,147,ディアス松ヶ丘                         ,式　,1,495,495,                   ,378
88062,2021/1/20,148,ディアス北村                           ,式　,1,1122,1122,                   ,378
88062,2021/1/20,149,ディアスミレット                       ,式　,1,1320,1320,                   ,378
88062,2021/1/20,150,ディアスＭ                             ,式　,1,1958,1958,                   ,378
88062,2021/1/20,151,フォーブル松南                         ,式　,1,495,495,                   ,378
88062,2021/1/20,152,ウェストヒルズ                         ,式　,1,1320,1320,                   ,378
88062,2021/1/20,153,フレグランス布施屋                     ,式　,1,770,770,                   ,378
88062,2021/1/20,154,ディアス小雑賀                         ,式　,1,847,847,                   ,378
88062,2021/1/20,155,ラ・サルデーヌ                         ,式　,1,3234,3234,                   ,378
88062,2021/1/20,156,ディアス黒江                           ,式　,1,1320,1320,                   ,378
88062,2021/1/20,157,ディアス藤本                           ,式　,1,495,495,                   ,378
88062,2021/1/20,158,ディアス藤本Ⅱ                         ,式　,1,495,495,                   ,378
88062,2021/1/20,159,ディアスウチタ                         ,式　,1,495,495,                   ,378
88062,2021/1/20,160,フレグランスうの                       ,式　,1,1315,1315,                   ,378
88062,2021/1/20,161,フレグランスⅠ                         ,式　,1,770,770,                   ,378
88062,2021/1/20,162,ディアス寿里                           ,式　,1,1397,1397,                   ,378
88062,2021/1/20,163,フレグランス宮原                       ,式　,1,968,968,                   ,378
88062,2021/1/20,164,ディアスミニ                           ,式　,1,495,495,                   ,378
88062,2021/1/20,165,ディアス一本松                         ,式　,1,2376,2376,                   ,378
88062,2021/1/20,166,ディアス城山                           ,式　,1,770,770,                   ,378
88062,2021/1/20,167,フレグランス池尻                       ,式　,1,495,495,                   ,378
88062,2021/1/20,168,フレグランス大宮                       ,式　,1,693,693,                   ,378
88062,2021/1/20,169,楠見中ディアス                         ,式　,1,968,968,                   ,378
88062,2021/1/20,170,セフィラ　プラッツ                     ,式　,1,770,770,                   ,378
88062,2021/1/20,171,ハイツ楠                               ,式　,1,495,495,                   ,378
88062,2021/1/20,172,サニーコート                           ,式　,1,1430,1430,                   ,378
88062,2021/1/20,173,フォーレスうえだ                       ,式　,1,1694,1694,                   ,378
88062,2021/1/20,174,ハイツ萩                               ,式　,1,693,693,                   ,378
88062,2021/1/20,175,フォーレス有本                         ,式　,1,1045,1045,                   ,378
88062,2021/1/20,176,楠見中ディアスⅡ                       ,式　,1,495,495,                   ,378
88062,2021/1/20,177,ハイツ森                               ,式　,1,1045,1045,                   ,378
88062,2021/1/20,178,フォーレス花野                         ,式　,1,1166,1166,                   ,378
88062,2021/1/20,179,フレグランス小雑賀                     ,式　,1,770,770,                   ,378
88062,2021/1/20,180,グリーンルーフ塩屋                     ,式　,1,495,495,                   ,378
88062,2021/1/20,181,フレグランス南紀の台                   ,式　,1,990,990,                   ,378
88062,2021/1/20,182,グリーンルーフＣｏｃｃｏ               ,式　,1,495,495,                   ,378
88062,2021/1/20,183,ハイツ楠Ⅱ                             ,式　,1,495,495,                   ,378
88062,2021/1/20,184,シャーメゾン山中                       ,式　,1,495,495,                   ,378
88062,2021/1/20,185,シャーメゾン高松                       ,式　,1,770,770,                   ,378
88062,2021/1/20,186,メゾン雑賀                             ,式　,1,495,495,                   ,378
88062,2021/1/20,187,グリーンルーフのうがわ                 ,式　,1,968,968,                   ,378
88062,2021/1/20,188,ドエルＫ                               ,式　,1,495,495,                   ,378
88062,2021/1/20,189,シャーメゾン山崎                       ,式　,1,1320,1320,                   ,378
88062,2021/1/20,190,シャーメゾン新堂                       ,式　,1,1870,1870,                   ,378
88062,2021/1/20,191,シャーメゾン小雑賀                     ,式　,1,1045,1045,                   ,378
88062,2021/1/20,192,エクセレンス六十谷                     ,式　,1,770,770,                   ,378
88062,2021/1/20,193,シャーメゾンＨＡＭＡＩＣＨＩ           ,式　,1,990,990,                   ,378
88062,2021/1/20,194,シャーメゾン打田                       ,式　,1,1045,1045,                   ,378
88062,2021/1/20,195,シャーメゾン堀口                       ,式　,1,1320,1320,                   ,378
88062,2021/1/20,196,シャーメゾン新堂Ⅱ                     ,式　,1,1045,1045,                   ,378
88062,2021/1/20,197,シャーメゾンキタグチ                   ,式　,1,495,495,                   ,378
88062,2021/1/20,198,セファミ荊本                           ,式　,1,1045,1045,                   ,378
88062,2021/1/20,199,フォーレスＩ＆Ｎ                       ,式　,1,495,495,                   ,378
88062,2021/1/20,200,シャーメゾンＭ                         ,式　,1,495,495,                   ,378
88062,2021/1/20,201,ヴィンヤードハウスⅢ                   ,式　,1,495,495,                   ,378
88062,2021/1/20,202,エクセレンス六十谷Ⅱ                   ,式　,1,770,770,                   ,378
88062,2021/1/20,203,ガーデンハイツ湯浅                     ,式　,1,770,770,                   ,378
