"売上№=masterid,dempyounum",売上日=uriagebi,得意先ｺｰﾄﾞ=customerid,得意先名,行№=num,品名=pro,単位=tani,数量=amount,単価=tanka,金額=price,備考=bik,
87345,2020/7/31,751,岡野消防設備株式会社                              ,1,コーナン　足立扇店,　　,      ,         ,          ,                    ,
87345,2020/7/31,751,岡野消防設備株式会社                              ,2,取極金額\140000000の内出来高90％,式　,1,14000000,14000000,                    ,
87354,2020/7/31,751,岡野消防設備株式会社                              ,1,消防設備保守点検,　　,      ,         ,          ,                    ,
87354,2020/7/31,751,岡野消防設備株式会社                              ,2,123新三田店（機器点検）,式　,1,70000,70000,6月10日,
87354,2020/7/31,751,岡野消防設備株式会社                              ,3,123三木店・立駐（機器点検）,式　,1,70000,70000,6月11日,
87354,2020/7/31,751,岡野消防設備株式会社                              ,4,延羽の湯　鶴橋店（総合点検）,式　,1,90000,90000,6月18日,
87354,2020/7/31,751,岡野消防設備株式会社                              ,5,〃　（防火対象物点検）,式　,1,40000,40000,〃                  ,
87354,2020/7/31,751,岡野消防設備株式会社                              ,6,123山鹿店（機器点検）,式　,1,90000,90000,6/17・22            ,
87354,2020/7/31,751,岡野消防設備株式会社                              ,7,123五社店（機器点検）,式　,1,60000,60000,6月22日,
87354,2020/7/31,751,岡野消防設備株式会社                              ,8,永楽福祉会5物件（総合点検）,式　,1,160000,160000,6/29・30            ,
87354,2020/7/31,751,岡野消防設備株式会社                              ,9,〃　（防火対象物点検）,式　,1,80000,80000,〃                  ,
87354,2020/7/31,751,岡野消防設備株式会社                              ,10,123和泉店（機器点検）,式　,1,65000,65000,7月1日,
87354,2020/7/31,751,岡野消防設備株式会社                              ,11,123和歌山インター店（機器点検）,式　,1,100000,100000,7月6日,
87354,2020/7/31,751,岡野消防設備株式会社                              ,12,123鶴橋店・社員寮（機器点検）,式　,1,160000,160000,7/7・8              ,
87354,2020/7/31,751,岡野消防設備株式会社                              ,13,ナンカイ工業　本社（総合点検）,式　,1,70000,70000,7/9・10             ,
87354,2020/7/31,751,岡野消防設備株式会社                              ,14,ナンカイ工業　貝塚工場（総合点検）,式　,1,80000,80000,〃                  ,
87354,2020/7/31,751,岡野消防設備株式会社                              ,15,MEGAドン.キホーテ次郎丸店（総合点検）,式　,1,55000,55000,7月15日,
87354,2020/7/31,751,岡野消防設備株式会社                              ,16,大庫洋紙（総合点検）,式　,1,50000,50000,7月16日,
87339,2020/7/31,973,株式会社大設備                                    ,1,グリーンシャポービル,　　,      ,         ,          ,                    ,
87339,2020/7/31,973,株式会社大設備                                    ,2,非常放送設備工事,式　,1,1400000,1400000,7/30消検            ,
87339,2020/7/31,973,株式会社大設備                                    ,3,自動火災報知設備工事,式　,1,600000,600000,7/30消検            ,
87340,2020/7/31,1009,有限会社畑野化成研究所                            ,1,プレハブ　電気設備他工事,式　,1,190000,190000,                    ,
87341,2020/7/31,1009,有限会社畑野化成研究所                            ,1,改装工事,式　,1,350000,350000,                    ,
87413,2020/7/30,38,伸和電設株式会社                                  ,1,白元ｱｰｽ株式会社　和歌山工場D棟1階,　　,      ,         ,          ,                    ,
87413,2020/7/30,38,伸和電設株式会社                                  ,2,感知器取付及びﾊﾟｯｹｰｼﾞ消火設備移設工事,　　,      ,         ,          ,4/30～7/30          ,
87413,2020/7/30,38,伸和電設株式会社                                  ,3,差動式ｽﾎﾟｯﾄ型感知器2種防水型,個　,17,3500,59500,                    ,
87413,2020/7/30,38,伸和電設株式会社                                  ,4,ﾊﾟｯｹｰｼﾞ消火設備(既設品),台　,1,         ,          ,                    ,
87413,2020/7/30,38,伸和電設株式会社                                  ,5,工事費(配線迂回及び撤去及び取付),式　,1,90000,90000,                    ,
87413,2020/7/30,38,伸和電設株式会社                                  ,6,消防手続立会試験費,式　,1,60000,60000,                    ,
87413,2020/7/30,38,伸和電設株式会社                                  ,7,試験調整費,式　,1,20000,20000,                    ,
87413,2020/7/30,38,伸和電設株式会社                                  ,8,消耗品雑材費,式　,1,10000,10000,                    ,
87413,2020/7/30,38,伸和電設株式会社                                  ,9,諸経費,式　,1,11500,11500,                    ,
87378,2020/7/30,45,株式会社アイワライフネット                        ,1,木もれ日館　201号室,　　,      ,         ,          ,7月30日,
87378,2020/7/30,45,株式会社アイワライフネット                        ,2,住警器(取付費込),台　,2,3000,6000,                    ,
87379,2020/7/30,45,株式会社アイワライフネット                        ,1,ウイング花山　406号室,　　,      ,         ,          ,7月30日,
87379,2020/7/30,45,株式会社アイワライフネット                        ,2,避難はしご表示板,枚　,1,600,600,                    ,
87379,2020/7/30,45,株式会社アイワライフネット                        ,3,取付費,式　,1,300,300,                    ,
87379,2020/7/30,45,株式会社アイワライフネット                        ,4,出張費,式　,1,1500,1500,                    ,
87497,2020/7/30,338,Wakanoura Nature Resort                           ,1,エピカリス　1階共用部男子トイレ便座修理,　　,      ,         ,          ,7月30日,
87497,2020/7/30,338,Wakanoura Nature Resort                           ,2,暖房便座ユニット,台　,1,11950,11950,                    ,
87497,2020/7/30,338,Wakanoura Nature Resort                           ,3,技術料,式　,1,3950,3950,                    ,
87497,2020/7/30,338,Wakanoura Nature Resort                           ,4,出張費,式　,1,3100,3100,                    ,
87497,2020/7/30,338,Wakanoura Nature Resort                           ,5,諸経費,式　,1,1000,1000,                    ,
87502,2020/7/30,751,岡野消防設備株式会社                              ,1,NESTA RESORT KOBE,　　,      ,         ,          ,                    ,
87502,2020/7/30,751,岡野消防設備株式会社                              ,2,延羽の湯及び職員宿舎5,　　,      ,         ,          ,                    ,
87502,2020/7/30,751,岡野消防設備株式会社                              ,3,断線調査修繕工事,式　,1,60000,60000,7月30日,
87380,2020/7/29,45,株式会社アイワライフネット                        ,1,タウニィ東山　201号室,　　,      ,         ,          ,7月29日,
87380,2020/7/29,45,株式会社アイワライフネット                        ,2,住警器(熱感知器)取替費込,個　,1,3000,3000,                    ,
87328,2020/7/29,639,公立大学法人和歌山県立医科大学                    ,1,令和2年度病修第91号,　　,      ,         ,          ,                    ,
87328,2020/7/29,639,公立大学法人和歌山県立医科大学                    ,2,中央棟Ｍ階感知器配線修繕,式　,1,30000,30000,                    ,
87344,2020/7/29,751,岡野消防設備株式会社                              ,1,123＋Ｎ和歌山本店,　　,      ,         ,          ,                    ,
87344,2020/7/29,751,岡野消防設備株式会社                              ,2,男子トイレ洗浄通管工事,式　,1,50000,50000,7/13・29            ,
87430,2020/7/28,817,社会福祉法人有田ひまわり福祉会                    ,1,消防設備保守点検,　　,      ,         ,          ,                    ,
87430,2020/7/28,817,社会福祉法人有田ひまわり福祉会                    ,2,ひまわり作業所（総合点検）,式　,1,40000,40000,7月28日,
